# state	agent	action	depth	score	prior_nodes	visits	wins	losses	draws
104E238c1.S01ma01u.1.2.D.0.-.-.0.L.P	rust-evo-g1-c1-229-106-774-47-126-70	02	2	-121	138	1	1	0	0
104E238c1.S01ma01y.1.1.L.0.-.-.0.D.Q	rust-handcrafted-g0	0e	2	-280	174	2	0	2	0
105631u61.SG1mm01u.0.1.D.2000000.a.e.1.L.b	rust-handcrafted-g0	0d	2	-660	131	3	0	3	0
105631u61.SO1mm01u.0.0.L.0.a.-.0.D.c	rust-evo-g1-c0-279-109-820-53-117-66	F8	2	371	867	1	1	0	0
105631u61.SO1mm01u.0.0.L.0.a.-.0.D.c	rust-evo-g1-c1-229-106-774-47-126-70	F8	2	329	867	1	1	0	0
105631u61.SO1mm01u.0.0.L.0.a.-.0.D.c	rust-evo-g1-c2-235-107-762-48-141-65	F8	2	336	867	1	1	0	0
106630u61.UO1mm01m.1.0.L.1000000.b.h.1.D.e	rust-evo-g1-c0-279-109-820-53-117-66	0f	2	-14	111	1	1	0	0
106630u61.UO1mm01m.1.0.L.1000000.b.h.1.D.e	rust-evo-g1-c1-229-106-774-47-126-70	0f	2	0	111	1	1	0	0
106630u61.UO1mm01m.1.0.L.1000000.b.h.1.D.e	rust-evo-g1-c2-235-107-762-48-141-65	0f	2	0	111	1	1	0	0
107630u61.SO1mm01u.0.0.D.0.b.-.0.L.d	rust-handcrafted-g0	3l	2	-440	922	3	0	3	0
10KE230c1.S01maG1y.1.0.L.80.9.-.1.D.U	rust-handcrafted-g0	0O	2	-11170	159	1	0	1	0
10KE230k1.S01ma01y.0.1.D.G0.9.-.1.L.T	rust-evo-g1-c0-279-109-820-53-117-66	0G	2	-39	83	1	1	0	0
10KE238c1.S01ma01y.0.1.D.0.-.-.0.L.R	rust-evo-g1-c0-279-109-820-53-117-66	0A	2	-212	114	1	1	0	0
10KE238c1.S01ma01y.0.1.D.0.-.-.0.L.R	rust-evo-g1-c1-229-106-774-47-126-70	0b	2	-150	210	1	1	0	0
10KE238c1.S01ma0Hy.0.0.L.0.-.-.0.D.S	rust-handcrafted-g0	CP	2	-1070	1139	1	0	1	0
10KE238c1.S21ma01y.0.0.L.0.-.-.0.D.S	rust-handcrafted-g0	Cv	2	-185	1177	1	0	1	0
10KE330c1.S01maG1y.0.0.D.0.-.-.0.L.V	rust-evo-g1-c0-279-109-820-53-117-66	GE	2	999999968	878	1	1	0	0
10W084WPe.mG0003c0.4.6.D.0.-.-.0.L.J	rust-evo-g1-c0-279-109-820-53-117-66	0Y	2	-1758	877	1	0	1	0
10W084WPe.mG0003c0.4.6.D.0.-.-.0.L.J	rust-evo-g1-c3-283-110-783-63-106-94	0Y	2	-1742	877	1	0	1	0
10W084WPe.mG0003c0.4.6.D.0.-.-.0.L.J	rust-handcrafted-g0	0Y	2	-1565	849	2	0	2	0
10W084WPe.mGG003c0.4.5.L.0.-.-.0.D.K	rust-evo-g1-c0-279-109-820-53-117-66	0i	2	505	230	1	1	0	0
10W084WPe.mGG003c0.4.5.L.0.-.-.0.D.K	rust-evo-g1-c3-283-110-783-63-106-94	0i	2	499	230	1	1	0	0
10W084WPe.mGG003c0.4.5.L.0.-.-.0.D.K	rust-handcrafted-g0	0i	2	480	230	2	2	0	0
10W084apS.vG0003CZ.1.2.D.0.-.-.0.L.P	rust-evo-g1-c1-229-106-774-47-126-70	0Y	2	-1080	239	1	0	1	0
10W084apS.vG0003CZ.1.2.D.0.-.-.0.L.P	rust-evo-g1-c2-235-107-762-48-141-65	0Y	2	-1072	239	1	0	1	0
10W084apS.vGG003CZ.1.1.L.0.-.-.0.D.Q	rust-handcrafted-g0	0G	2	-240	173	2	2	0	0
10W084qpS.vGG0034Z.0.2.D.80.-.-.1.L.R	rust-evo-g1-c1-229-106-774-47-126-70	0X	2	-760	162	1	0	1	0
10W084qpS.vGG0034Z.0.2.D.80.-.-.1.L.R	rust-evo-g1-c2-235-107-762-48-141-65	0X	2	-813	162	1	0	1	0
10W084qpS.vGO0034Z.0.1.L.0.-.-.0.D.S	rust-handcrafted-g0	5k	2	-145	1275	2	2	0	0
10W08aqoS.vGO0034Z.0.1.D.0.N.-.0.L.T	rust-evo-g1-c1-229-106-774-47-126-70	0b	2	-542	162	1	0	1	0
10W08aqoS.vGO0034Z.0.1.D.0.N.-.0.L.T	rust-evo-g1-c2-235-107-762-48-141-65	0i	2	-612	114	1	0	1	0
10W08aqoS.vIO0034Z.0.0.L.0.N.-.0.D.U	rust-handcrafted-g0	2w	2	-440	1074	1	1	0	0
10W08aqoS.zGO0034Z.0.0.L.0.N.-.0.D.U	rust-handcrafted-g0	2w	2	-735	1255	1	1	0	0
10W633uY1.uK1W400-.0.1.D.0.-.-.0.L.R	rust-evo-g1-c3-283-110-783-63-106-94	0X	2	-684	162	1	0	1	0
10W633uY1.uK9W400-.0.0.L.0.-.-.0.D.S	rust-handcrafted-g0	9k	2	745	902	1	1	0	0
10WG8bqmO._G240303.0.1.D.2000.K.-.1.L.j	rust-evo-g1-c2-235-107-762-48-141-65	0d	2	-11655	159	1	0	1	0
10WG8bqmO._O240303.0.0.L.0.K.-.0.D.k	rust-handcrafted-g0	3N	2	999999953	811	1	1	0	0
10WK8WqoO._G202303.0.1.D.800000.W.J.1.L.f	rust-evo-g1-c2-235-107-762-48-141-65	0P	2	94	111	1	0	1	0
10WK8WqoO._G222303.0.0.L.0.W.-.0.D.g	rust-handcrafted-g0	6Q	2	-790	1054	1	1	0	0
10WK8XqmO._G202303.0.1.D.20000.I.-.1.L.h	rust-evo-g1-c2-235-107-762-48-141-65	0Q	2	-1082	179	1	0	1	0
10WK8XqmO._G242303.0.0.L.0.I.-.0.D.i	rust-handcrafted-g0	Pb	2	465	859	1	1	0	0
10WKA3u61.u61WK00-.0.0.D.0.8.M.0.L.X	rust-evo-g1-c3-283-110-783-63-106-94	1y	2	-13847	915	1	0	1	0
10WKA3u61.u61aK00y.0.0.L.0.8.Q.0.D.Y	rust-handcrafted-g0	Fr	2	999999965	817	1	1	0	0
10WKB3u21.u61WK00-.0.0.L.0.R.M.0.D.W	rust-handcrafted-g0	JH	2	11605	887	1	1	0	0
10WKB3u21.uM1W400-.0.0.D.0.R.-.0.L.V	rust-evo-g1-c3-283-110-783-63-106-94	Vl	2	-13930	930	1	0	1	0
10WM31W69.OO1qmG9W.1.0.L.800000.3.-.1.D.o	rust-evo-g1-c0-279-109-820-53-117-66	0A	2	340	83	1	1	0	0
10WM31W69.OO1qmG9W.1.0.L.800000.3.-.1.D.o	rust-evo-g1-c1-229-106-774-47-126-70	0A	2	346	83	1	1	0	0
10WM31W69.OO1qmG9W.1.0.L.800000.3.-.1.D.o	rust-evo-g1-c2-235-107-762-48-141-65	0A	2	378	83	1	1	0	0
10WM31WM9.OO1qmG1W.0.1.D.80.-.-.1.L.p	rust-handcrafted-g0	0X	2	-850	111	3	0	3	0
10WM31WM9.OO9qmG1W.0.0.L.0.-.-.0.D.q	rust-evo-g1-c0-279-109-820-53-117-66	1C	2	1007	902	1	1	0	0
10WM31WM9.OO9qmG1W.0.0.L.0.-.-.0.D.q	rust-evo-g1-c1-229-106-774-47-126-70	7K	2	860	922	1	1	0	0
10WM31WM9.OO9qmG1W.0.0.L.0.-.-.0.D.q	rust-evo-g1-c2-235-107-762-48-141-65	7K	2	894	922	1	1	0	0
10WM33u21.uK1W400-.0.1.D.800000.Y.-.1.L.T	rust-evo-g1-c3-283-110-783-63-106-94	0b	2	-13930	111	1	0	1	0
10WM33u21.uM1W400-.0.0.L.0.Y.-.0.D.U	rust-handcrafted-g0	Ox	2	11360	983	1	1	0	0
10WMB1WI9.OO9mmG1W.0.1.D.40000.R.-.1.L.r	rust-handcrafted-g0	0F	2	-11630	207	2	0	2	0
10WMB1WI9.OO9mmO1W.0.0.L.0.R.-.0.D.s	rust-evo-g1-c1-229-106-774-47-126-70	1B	2	999999945	813	1	1	0	0
10WMB1WI9.OO9mmO1W.0.0.L.0.R.-.0.D.s	rust-evo-g1-c2-235-107-762-48-141-65	1B	2	999999945	813	1	1	0	0
10WMB1WM8.OO9mmG1W.0.1.D.40000.R.-.1.L.r	rust-handcrafted-g0	0F	2	-11630	111	1	0	1	0
